iso3,country,disaster_type,year,deaths,affected,mng_cap,inventory,distance,priority_tier
28,26,13,0.8383829503252613,-0.04010876765907831,-0.06501223890638023,-0.423649095803353,0.5403363514995433,-1.0838487593584292,2
209,213,30,-1.2417964411321623,-0.04159185851290112,-0.06471623868988094,1.5719767209725113,0.7558154397162007,-0.5062006804333716,1
168,162,13,1.3584277981896171,-0.04047954037253401,-0.065068214741573,0.8144210795198463,-0.870840422311507,0.8495039945948245,2
209,213,5,1.6184502221217951,-0.04159185851290112,-0.065068214741573,0.3526029570653942,-1.50601080653185,-0.6889260931545633,0
87,91,26,1.3584277981896171,-0.037884131378344094,-0.06506373667475757,-1.1805158788672072,-0.8102809400022505,0.7669828404626734,0
143,141,13,-1.5018188650643403,-0.04159185851290112,-0.06495626307118747,-1.180599420802516,-0.859573541881878,0.1952291296899124,0
201,202,29,1.3584277981896171,-0.03417640424378707,-0.065068214741573,-1.5197217562036047,0.03614345227363908,-1.6732855745880797,0
39,55,20,1.4884390101557061,-0.03454717695724277,-0.065068214741573,1.2791719763177587,1.3064842207143252,-0.252742849884622,1
101,32,29,1.3584277981896171,-0.033805631530331365,-0.065068214741573,0.3611113385524252,1.014953689597671,-0.35294710847366256,1
1,4,26,-1.5018188650643403,-0.03640104052452128,-0.0650657518048245,0.7315675039310199,0.03473509221993544,-0.24095411358002894,1
88,90,26,1.3584277981896171,-0.030097904395774342,-0.06506396057809834,-1.649602978493439,1.0487543308865586,1.5980887499364806,2
76,78,29,1.3584277981896171,-0.024536313693938806,-0.065068214741573,1.6384620434615385,-0.6778950949541079,1.0793843525343882,1
28,26,26,-1.5018188650643403,-0.026019404547761617,-0.06505231760437825,1.1623332583212715,-0.7356378571559573,-0.9777501326170921,2
36,40,26,-1.5018188650643403,-0.03343485881687566,-0.06506172154469063,-0.9854453831008629,1.5346385494143153,1.3976802327583995,2
36,40,12,-1.5018188650643403,-0.03714258595143269,-0.06506418448143911,-1.091133582611309,0.5501948718754688,-1.1486868090336908,2
58,61,26,-1.5018188650643403,-0.033805631530331365,-0.06506396057809834,-1.0856627091293578,-1.676422373029991,-0.028756860097354772,0
78,82,28,-1.5018188650643403,-0.04159185851290112,-0.06488909206895617,-0.6671314645289017,-0.9454835051578002,1.6157718543933701,0
87,91,26,-1.5018188650643403,-0.036771813237976986,-0.06506328886807602,0.0966372314313768,-1.0778693502059427,-0.4059964218443311,0
87,91,26,-1.5018188650643403,-0.036771813237976986,-0.065068214741573,-0.2248225907069168,-0.18356071610412925,-1.001327605226278,2
143,141,26,-1.5018188650643403,-0.026760949974673022,-0.065060378124646,-0.7122033965726792,0.679763996816204,0.843609626442528,2
137,115,26,-1.5018188650643403,-0.03603026781106558,-0.06506261715805371,0.3983028631873682,-1.0440687089170553,1.5863000136318877,2
153,152,26,-1.5018188650643403,-0.030839449822685747,-0.06506664741818759,-1.2377507878202707,-1.569387008948514,0.30722212458354603,0
220,184,30,-1.5018188650643403,-0.04159185851290112,-0.06478833556560921,-0.7090324595321437,0.5121691504254705,-0.6594542523930808,2
220,184,26,-1.5018188650643403,-0.030468677109230045,-0.06505701957453444,-0.4519752134669296,-1.4581265647059263,0.33079959719273205,0
172,173,12,1.3584277981896171,-0.03751335866488839,-0.065068214741573,-0.14126382467852275,-0.8623902619892853,1.297475974169359,0
148,134,27,1.3584277981896171,-0.033805631530331365,-0.06494641132419356,0.9986212980584717,0.3431659439810333,0.48994753730473767,1
96,99,14,1.3584277981896171,-0.036771813237976986,-0.06502209065337416,-1.0293127709809367,0.10796981501252488,1.0027575665545336,0
172,173,29,1.3584277981896171,-0.03640104052452128,-0.0650635127714168,0.06019345841221252,-1.6862808934059166,0.2659615475174705,0
147,145,25,-1.5018188650643403,-0.03454717695724277,-0.06506149764134986,0.33097665219222716,1.5656224705957955,-0.907017714789534,1
37,53,0,-1.5018188650643403,0.021068730061112585,-0.06506597570816527,-1.5600142817135465,0.06149393324030466,-1.0838487593584292,0
36,40,26,-1.5018188650643403,-0.033805631530331365,-0.065068214741573,0.3833816090617443,-1.2567310770263054,-0.1996935365139534,0
88,90,26,-1.5018188650643403,-0.03491794967069847,-0.065068214741573,-1.1302749665300862,-1.4806603255651847,-0.6299824116315983,0
90,92,25,1.3584277981896171,-0.033805631530331365,-0.06504895905426668,-1.4955875920748891,-0.8581651818281744,0.4486869602386621,0
144,139,27,1.3584277981896171,-0.04010876765907831,-0.06439381787917067,1.565642631350692,0.5994874737550964,0.37206017425880755,1
88,90,25,-1.5018188650643403,-0.037884131378344094,-0.065068214741573,1.6236454716770639,-0.8285896207003978,-0.12896111868639534,1
109,110,0,-1.5018188650643403,-0.03306408610341996,-0.06506418448143911,1.0790504457832075,1.1825485359884047,0.9084476761177895,1
34,192,0,-1.5018188650643403,-0.037884131378344094,-0.065068214741573,-0.6658446534916513,0.6332881150439837,0.7198278952443014,2
99,101,26,1.3584277981896171,-0.02787326811504013,-0.065068214741573,-1.3826037838592042,0.16852929732178154,0.5488912188277028,0
153,152,26,1.3584277981896171,-0.03565949509760988,-0.06506799083823223,0.6489972933428975,-0.07511699196894872,0.2541728112128775,2
22,24,26,1.3584277981896171,-0.03714258595143269,-0.06506149764134986,-0.19639533806587636,-0.8623902619892853,0.09502487110087184,0
36,40,3,-1.5018188650643403,-0.03343485881687566,-0.065068214741573,-1.2982097571057891,-0.08638387239857787,0.20112349784220893,0
209,213,0,-1.5018188650643403,-0.008963859728799308,-0.065068214741573,-0.005813829496637407,-1.3792584016985223,-1.4610883211054055,0
7,8,9,1.3584277981896171,-0.035288722384154175,-0.06393481603059008,-1.601791617118799,-1.3088403990133401,-0.859862769571162,0
202,206,26,1.3584277981896171,-0.03603026781106558,-0.06506127373800909,1.4286055913323223,0.4727350689217685,0.3249052290404355,1
60,186,4,-1.5018188650643403,-0.04159185851290112,-0.06503171849702731,-0.8245936772008665,1.3797189435069146,0.1657572889284299,2
151,147,26,-1.5018188650643403,-0.03751335866488839,-0.06506149764134986,0.5738003850337858,-0.8722487823652108,-1.0307994459877605,2
167,161,0,1.3584277981896171,-0.03603026781106558,-0.06505858689791984,-0.6412625579778807,-0.2244031576615349,0.6078349003506678,0
51,76,25,-1.5018188650643403,-0.038254904091799796,-0.06504582440749589,0.08039854329771136,1.003686809168042,-0.5769330982609298,1
62,67,12,-1.5018188650643403,-0.04159185851290112,-0.06494506790414893,0.17267615545027745,-1.6299464912577708,0.6962504226351154,0
143,141,11,-1.5018188650643403,-0.035288722384154175,-0.06506373667475757,-1.0806407052308624,0.699481037568055,0.8495039945948245,2
119,130,26,-1.5018188650643403,-0.03640104052452128,-0.06506731912820991,1.6373356025036154,-0.9708339861244658,-1.5200320026283705,1
182,171,7,1.3584277981896171,-0.04159185851290112,-0.06480244147607779,0.9638360786395174,-1.5130526068003685,-0.6358767797838948,2
167,161,9,-1.5018188650643403,-0.036771813237976986,-0.06506619961150605,1.5331313993426465,0.0826193340458593,0.7375109997011908,1
104,158,21,1.3584277981896171,0.017361002926555562,-0.06503462924045733,1.3784077368237366,-1.3736249614837077,0.9732857257930511,2
56,2,26,1.3584277981896171,-0.03565949509760988,-0.06506754303155068,0.34997581242225817,-0.25257035873560774,-1.0897431275107257,2
58,61,26,1.3584277981896171,-0.03714258595143269,-0.065068214741573,1.4720868052846323,-0.4145317649115267,-0.6358767797838948,1
36,40,8,1.3584277981896171,-0.027502495401584427,-0.06506776693489146,-1.4143981109910921,1.3163427410902506,1.0381237754683126,2
119,130,26,1.3584277981896171,-0.03751335866488839,-0.06505858689791984,-1.0420965694887874,1.6712494746235687,-1.2783629083842138,2
90,92,6,-1.5018188650643403,-0.04122108579944542,-0.06461704950991938,-1.56425066977806,1.4445035059772822,0.46637006469555164,2
